customer_id,assigned_persona,assign_rule
870,Shopper,rule:shopper
871,Thrifty,soft:Thrifty
872,Thrifty,rule:thrifty
873,Shopper,soft:Shopper
874,Thrifty,rule:thrifty
875,Commuter,rule:commuter_strict
876,Commuter,rule:commuter_strict
877,Thrifty,soft:Thrifty
878,Thrifty,soft:Thrifty
879,Commuter,rule:commuter_strict
880,Commuter,rule:commuter_strict
881,Commuter,rule:commuter_strict
882,Thrifty,soft:Thrifty
883,Commuter,rule:commuter_strict
884,Commuter,rule:commuter_strict
885,Shopper,rule:shopper
886,Commuter,rule:commuter_strict
887,Weekend,soft:Weekend
888,Commuter,rule:commuter_strict
889,Commuter,rule:commuter_strict
890,Commuter,rule:commuter_strict
891,Weekend,soft:Weekend
892,Shopper,rule:shopper
893,Shopper,rule:shopper
894,Thrifty,soft:Thrifty
895,Thrifty,soft:Thrifty
896,Commuter,rule:commuter_strict
897,Thrifty,rule:thrifty
898,Shopper,rule:shopper
899,Commuter,rule:commuter_strict
900,Commuter,rule:commuter_strict
901,Commuter,rule:commuter_strict
902,Commuter,rule:commuter_strict
903,Commuter,rule:commuter_strict
904,Weekend,soft:Weekend
905,Thrifty,rule:thrifty
906,Shopper,rule:shopper
907,Shopper,rule:shopper
908,Thrifty,soft:Thrifty
909,Thrifty,rule:thrifty
910,Thrifty,rule:thrifty
911,Weekend,soft:Weekend
912,Thrifty,rule:thrifty
913,Thrifty,soft:Thrifty
914,Thrifty,soft:Thrifty
915,Weekend,soft:Weekend
916,Thrifty,rule:thrifty
917,Thrifty,rule:thrifty
918,Shopper,soft:Shopper
919,Thrifty,soft:Thrifty
920,Commuter,rule:commuter_strict
921,Shopper,rule:shopper
922,Thrifty,soft:Thrifty
923,Shopper,rule:shopper
924,Shopper,rule:shopper
925,Thrifty,rule:thrifty
926,Commuter,rule:commuter_strict
927,Thrifty,rule:thrifty
928,Thrifty,soft:Thrifty
929,Thrifty,soft:Thrifty
930,Thrifty,rule:thrifty
931,Commuter,rule:commuter_strict
932,Shopper,rule:shopper
933,Shopper,rule:shopper
934,Weekend,soft:Weekend
935,Commuter,rule:commuter_strict
936,Thrifty,soft:Thrifty
937,Commuter,rule:commuter_strict
938,Shopper,rule:shopper
939,Commuter,rule:commuter_strict
940,Thrifty,soft:Thrifty
941,Thrifty,rule:thrifty
942,Thrifty,soft:Thrifty
943,Thrifty,soft:Thrifty
944,Shopper,soft:Shopper
945,Commuter,rule:commuter_strict
946,Commuter,rule:commuter_strict
947,Commuter,rule:commuter_strict
948,Shopper,rule:shopper
949,Shopper,rule:shopper
950,Thrifty,soft:Thrifty
951,Thrifty,soft:Thrifty
952,Thrifty,soft:Thrifty
953,Commuter,rule:commuter_strict
954,Shopper,rule:shopper
955,Thrifty,rule:thrifty
956,Thrifty,soft:Thrifty
957,Thrifty,rule:thrifty
958,Commuter,rule:commuter_strict
959,Commuter,rule:commuter_strict
960,Thrifty,soft:Thrifty
961,Commuter,rule:commuter_strict
962,Weekend,soft:Weekend
963,Commuter,rule:commuter_strict
964,Thrifty,rule:thrifty
965,Thrifty,rule:thrifty
966,Thrifty,soft:Thrifty
967,Weekend,soft:Weekend
968,Thrifty,soft:Thrifty
969,Weekend,soft:Weekend
970,Thrifty,soft:Thrifty
971,Thrifty,soft:Thrifty
972,Shopper,rule:shopper
973,Weekend,soft:Weekend
974,Commuter,rule:commuter_strict
975,Commuter,rule:commuter_strict
976,Thrifty,rule:thrifty
977,Thrifty,soft:Thrifty
978,Commuter,rule:commuter_strict
979,Thrifty,soft:Thrifty
980,Thrifty,soft:Thrifty
981,Thrifty,soft:Thrifty
982,Thrifty,soft:Thrifty
983,Commuter,rule:commuter_strict
984,Commuter,rule:commuter_strict
985,Thrifty,soft:Thrifty
986,Thrifty,rule:thrifty
987,Thrifty,soft:Thrifty
988,Thrifty,soft:Thrifty
989,Commuter,rule:commuter_strict
990,Shopper,rule:shopper
991,Shopper,rule:shopper
992,Thrifty,soft:Thrifty
993,Thrifty,rule:thrifty
994,Thrifty,soft:Thrifty
995,Thrifty,rule:thrifty
996,Commuter,rule:commuter_strict
997,Shopper,rule:shopper
998,Commuter,rule:commuter_strict
999,Shopper,rule:shopper
1000,Thrifty,rule:thrifty
1001,Commuter,rule:commuter_strict
1002,Weekend,soft:Weekend
1003,Shopper,rule:shopper
1004,Weekend,soft:Weekend
1005,Shopper,rule:shopper
1006,Weekend,soft:Weekend
1007,Thrifty,soft:Thrifty
1008,Shopper,rule:shopper
1009,Commuter,rule:commuter_strict
1010,Thrifty,rule:thrifty
1011,Commuter,rule:commuter_strict
1012,Shopper,rule:shopper
1013,Shopper,soft:Shopper
1014,Commuter,rule:commuter_strict
1015,Weekend,soft:Weekend
1016,Shopper,rule:shopper
1017,Commuter,rule:commuter_strict
1018,Thrifty,soft:Thrifty
1019,Shopper,rule:shopper
1020,Commuter,rule:commuter_strict
1021,Weekend,soft:Weekend
1022,Thrifty,rule:thrifty
1023,Shopper,rule:shopper
1024,Shopper,rule:shopper
1025,Shopper,rule:shopper
1026,Thrifty,rule:thrifty
1027,Shopper,rule:shopper
1028,Shopper,rule:shopper
1029,Thrifty,rule:thrifty
1030,Shopper,rule:shopper
1031,Commuter,rule:commuter_strict
1032,Thrifty,soft:Thrifty
1033,Commuter,rule:commuter_strict
1034,Commuter,rule:commuter_strict
1035,Commuter,rule:commuter_strict
1036,Thrifty,soft:Thrifty
1037,Thrifty,rule:thrifty
1038,Thrifty,soft:Thrifty
1039,Commuter,rule:commuter_strict
1040,Thrifty,soft:Thrifty
1041,Weekend,soft:Weekend
1042,Shopper,rule:shopper
1043,Thrifty,rule:thrifty
1044,Thrifty,soft:Thrifty
1045,Shopper,rule:shopper
1046,Weekend,soft:Weekend
1047,Commuter,rule:commuter_strict
1048,Commuter,rule:commuter_strict
1049,Shopper,rule:shopper
1050,Commuter,rule:commuter_strict
1051,Shopper,rule:shopper
1052,Thrifty,soft:Thrifty
1053,Shopper,rule:shopper
1054,Shopper,rule:shopper
1055,Shopper,rule:shopper
1056,Thrifty,soft:Thrifty
1057,Thrifty,soft:Thrifty
1058,Thrifty,rule:thrifty
1059,Thrifty,rule:thrifty
1060,Thrifty,soft:Thrifty
1061,Shopper,rule:shopper
1062,Shopper,rule:shopper
1063,Weekend,soft:Weekend
1064,Thrifty,rule:thrifty
1065,Thrifty,rule:thrifty
1066,Weekend,soft:Weekend
1067,Commuter,rule:commuter_strict
1068,Commuter,rule:commuter_strict
1069,Thrifty,soft:Thrifty
1070,Thrifty,rule:thrifty
1071,Thrifty,rule:thrifty
1072,Commuter,rule:commuter_strict
1073,Commuter,rule:commuter_strict
1074,Commuter,rule:commuter_strict
1075,Shopper,rule:shopper
1076,Thrifty,rule:thrifty
1077,Thrifty,rule:thrifty
1078,Weekend,soft:Weekend
1079,Commuter,rule:commuter_strict
1080,Shopper,rule:shopper
1081,Thrifty,soft:Thrifty
1082,Commuter,rule:commuter_strict
1083,Thrifty,rule:thrifty
1084,Shopper,rule:shopper
1085,Shopper,rule:shopper
1086,Thrifty,soft:Thrifty
1087,Weekend,soft:Weekend
1088,Commuter,rule:commuter_strict
1089,Shopper,rule:shopper
1090,Commuter,rule:commuter_strict
1091,Shopper,rule:shopper
1092,Weekend,soft:Weekend
1093,Thrifty,soft:Thrifty
1094,Thrifty,soft:Thrifty
1095,Commuter,rule:commuter_strict
1096,Commuter,rule:commuter_strict
1097,Commuter,rule:commuter_strict
1098,Commuter,rule:commuter_strict
1099,Thrifty,soft:Thrifty
1100,Thrifty,soft:Thrifty
1101,Commuter,rule:commuter_strict
1102,Shopper,rule:shopper
1103,Shopper,soft:Shopper
1104,Shopper,rule:shopper
1105,Shopper,rule:shopper
1106,Commuter,rule:commuter_strict
1107,Thrifty,rule:thrifty
1108,Thrifty,soft:Thrifty
1109,Thrifty,soft:Thrifty
1110,Commuter,rule:commuter_strict
1111,Shopper,rule:shopper
1112,Commuter,rule:commuter_strict
1113,Commuter,rule:commuter_strict
1114,Thrifty,soft:Thrifty
1115,Thrifty,soft:Thrifty
1116,Weekend,soft:Weekend
1117,Commuter,rule:commuter_strict
1118,Shopper,rule:shopper
1119,Thrifty,soft:Thrifty
1120,Commuter,rule:commuter_strict
1121,Shopper,rule:shopper
1122,Shopper,rule:shopper
1123,Shopper,rule:shopper
1124,Shopper,rule:shopper
1125,Weekend,soft:Weekend
1126,Thrifty,soft:Thrifty
1127,Commuter,rule:commuter_strict
1128,Thrifty,rule:thrifty
1129,Thrifty,rule:thrifty
1130,Thrifty,soft:Thrifty
1131,Thrifty,soft:Thrifty
1132,Thrifty,soft:Thrifty
1133,Commuter,rule:commuter_strict
1134,Commuter,rule:commuter_strict
1135,Thrifty,soft:Thrifty
1136,Commuter,rule:commuter_strict
1137,Shopper,rule:shopper
1138,Thrifty,soft:Thrifty
1139,Thrifty,soft:Thrifty
1140,Thrifty,soft:Thrifty
1141,Shopper,rule:shopper
1142,Thrifty,rule:thrifty
1143,Weekend,soft:Weekend
1144,Thrifty,soft:Thrifty
1145,Thrifty,rule:thrifty
1146,Shopper,rule:shopper
1147,Shopper,rule:shopper
1148,Thrifty,soft:Thrifty
1149,Shopper,rule:shopper
1150,Shopper,rule:shopper
1151,Thrifty,soft:Thrifty
1152,Shopper,rule:shopper
1153,Thrifty,soft:Thrifty
1154,Thrifty,soft:Thrifty
1155,Thrifty,soft:Thrifty
1156,Thrifty,soft:Thrifty
1157,Commuter,rule:commuter_strict
1158,Shopper,rule:shopper
1159,Shopper,soft:Shopper
1160,Commuter,rule:commuter_strict
1161,Shopper,rule:shopper
1162,Commuter,rule:commuter_strict
1163,Thrifty,rule:thrifty
1164,Weekend,soft:Weekend
1165,Commuter,rule:commuter_strict
1166,Shopper,rule:shopper
1167,Shopper,rule:shopper
1168,Thrifty,rule:thrifty
1169,Commuter,rule:commuter_strict
1170,Thrifty,rule:thrifty
1171,Weekend,soft:Weekend
1172,Shopper,rule:shopper
1173,Weekend,soft:Weekend
1174,Thrifty,rule:thrifty
1175,Thrifty,soft:Thrifty
1176,Weekend,soft:Weekend
1177,Thrifty,soft:Thrifty
1178,Commuter,rule:commuter_strict
1179,Thrifty,soft:Thrifty
1180,Thrifty,soft:Thrifty
1181,Shopper,rule:shopper
1182,Thrifty,soft:Thrifty
1183,Thrifty,soft:Thrifty
1184,Shopper,rule:shopper
1185,Commuter,rule:commuter_strict
1186,Shopper,soft:Shopper
1187,Thrifty,soft:Thrifty
1188,Commuter,rule:commuter_strict
1189,Thrifty,soft:Thrifty
1190,Thrifty,soft:Thrifty
1191,Commuter,rule:commuter_strict
1192,Weekend,soft:Weekend
1193,Thrifty,soft:Thrifty
1194,Thrifty,soft:Thrifty
1195,Commuter,rule:commuter_strict
1196,Shopper,rule:shopper
1197,Shopper,rule:shopper
1198,Shopper,rule:shopper
1199,Thrifty,soft:Thrifty
1200,Commuter,rule:commuter_strict
1201,Weekend,soft:Weekend
1202,Commuter,rule:commuter_strict
1203,Commuter,rule:commuter_strict
1204,Thrifty,rule:thrifty
1205,Thrifty,rule:thrifty
1206,Weekend,soft:Weekend
1207,Weekend,soft:Weekend
1208,Thrifty,soft:Thrifty
1209,Thrifty,rule:thrifty
1210,Shopper,soft:Shopper
1211,Thrifty,soft:Thrifty
1212,Thrifty,rule:thrifty
1213,Commuter,rule:commuter_strict
1214,Shopper,soft:Shopper
1215,Thrifty,soft:Thrifty
1216,Commuter,rule:commuter_strict
1217,Commuter,rule:commuter_strict
1218,Thrifty,soft:Thrifty
1219,Thrifty,soft:Thrifty
1220,Thrifty,soft:Thrifty
1221,Shopper,rule:shopper
1222,Commuter,rule:commuter_strict
1223,Thrifty,soft:Thrifty
1224,Shopper,rule:shopper
1225,Thrifty,rule:thrifty
1226,Thrifty,soft:Thrifty
1227,Thrifty,soft:Thrifty
1228,Thrifty,rule:thrifty
1229,Shopper,rule:shopper
1230,Thrifty,soft:Thrifty
1231,Shopper,rule:shopper
1232,Commuter,rule:commuter_strict
1233,Commuter,rule:commuter_strict
1234,Commuter,rule:commuter_strict
1235,Weekend,soft:Weekend
1236,Thrifty,rule:thrifty
1237,Shopper,rule:shopper
1238,Thrifty,rule:thrifty
1239,Shopper,rule:shopper
1240,Commuter,rule:commuter_strict
1241,Shopper,rule:shopper
1242,Thrifty,soft:Thrifty
1243,Weekend,soft:Weekend
1244,Shopper,rule:shopper
1245,Weekend,soft:Weekend
1246,Thrifty,soft:Thrifty
1247,Commuter,rule:commuter_strict
1248,Commuter,rule:commuter_strict
1249,Shopper,rule:shopper
1250,Thrifty,soft:Thrifty
1251,Shopper,rule:shopper
1252,Thrifty,rule:thrifty
1253,Commuter,rule:commuter_strict
1254,Commuter,rule:commuter_strict
1255,Thrifty,soft:Thrifty
1256,Thrifty,rule:thrifty
1257,Commuter,rule:commuter_strict
1258,Thrifty,soft:Thrifty
1259,Commuter,rule:commuter_strict
1260,Weekend,soft:Weekend
1261,Thrifty,soft:Thrifty
1262,Shopper,rule:shopper
1263,Thrifty,rule:thrifty
1264,Thrifty,rule:thrifty
1265,Commuter,rule:commuter_strict
1266,Commuter,rule:commuter_strict
1267,Thrifty,rule:thrifty
1268,Thrifty,rule:thrifty
1269,Thrifty,soft:Thrifty
1270,Thrifty,rule:thrifty
1271,Weekend,soft:Weekend
1272,Shopper,rule:shopper
1273,Thrifty,soft:Thrifty
1274,Commuter,rule:commuter_strict
1275,Thrifty,rule:thrifty
1276,Commuter,rule:commuter_strict
1277,Commuter,rule:commuter_strict
1278,Shopper,rule:shopper
1279,Commuter,rule:commuter_strict
1280,Thrifty,rule:thrifty
1281,Thrifty,soft:Thrifty
1282,Weekend,soft:Weekend
1283,Weekend,soft:Weekend
1284,Commuter,rule:commuter_strict
1285,Thrifty,rule:thrifty
1286,Thrifty,rule:thrifty
1287,Commuter,rule:commuter_strict
1288,Thrifty,rule:thrifty
1289,Commuter,rule:commuter_strict
1290,Commuter,rule:commuter_strict
1291,Thrifty,soft:Thrifty
1292,Commuter,rule:commuter_strict
1293,Thrifty,soft:Thrifty
1294,Thrifty,soft:Thrifty
1295,Shopper,soft:Shopper
1296,Commuter,rule:commuter_strict
1297,Commuter,rule:commuter_strict
1298,Commuter,rule:commuter_strict
1299,Thrifty,soft:Thrifty
1300,Thrifty,soft:Thrifty
1301,Commuter,rule:commuter_strict
1302,Shopper,rule:shopper
1303,Commuter,rule:commuter_strict
1304,Weekend,soft:Weekend
1305,Thrifty,soft:Thrifty
1306,Shopper,rule:shopper
1307,Weekend,soft:Weekend
1308,Shopper,rule:shopper
1309,Thrifty,soft:Thrifty
1310,Shopper,rule:shopper
1311,Commuter,rule:commuter_strict
1312,Shopper,rule:shopper
1313,Thrifty,soft:Thrifty
1314,Shopper,rule:shopper
1315,Thrifty,rule:thrifty
1316,Thrifty,soft:Thrifty
1317,Thrifty,soft:Thrifty
1318,Thrifty,soft:Thrifty
1319,Commuter,rule:commuter_strict
1320,Commuter,rule:commuter_strict
1321,Commuter,rule:commuter_strict
1322,Commuter,rule:commuter_strict
1323,Shopper,rule:shopper
1324,Commuter,rule:commuter_strict
1325,Shopper,rule:shopper
1326,Thrifty,soft:Thrifty
1327,Commuter,rule:commuter_strict
1328,Shopper,rule:shopper
1329,Thrifty,soft:Thrifty
1330,Thrifty,soft:Thrifty
1331,Thrifty,soft:Thrifty
1332,Thrifty,soft:Thrifty
1333,Commuter,rule:commuter_strict
1334,Shopper,rule:shopper
1335,Shopper,rule:shopper
1336,Thrifty,soft:Thrifty
1337,Commuter,rule:commuter_strict
1338,Thrifty,soft:Thrifty
1339,Commuter,rule:commuter_strict
1340,Commuter,rule:commuter_strict
1341,Thrifty,rule:thrifty
1342,Thrifty,rule:thrifty
1343,Shopper,rule:shopper
1344,Weekend,soft:Weekend
1345,Weekend,soft:Weekend
1346,Thrifty,rule:thrifty
1347,Thrifty,rule:thrifty
1348,Thrifty,rule:thrifty
1349,Shopper,rule:shopper
1350,Commuter,rule:commuter_strict
1351,Shopper,rule:shopper
1352,Thrifty,soft:Thrifty
1353,Thrifty,soft:Thrifty
1354,Thrifty,soft:Thrifty
1355,Thrifty,soft:Thrifty
1356,Shopper,rule:shopper
1357,Shopper,rule:shopper
1358,Thrifty,soft:Thrifty
1359,Thrifty,rule:thrifty
1360,Thrifty,soft:Thrifty
1361,Shopper,soft:Shopper
1362,Commuter,rule:commuter_strict
1363,Thrifty,soft:Thrifty
1364,Weekend,soft:Weekend
1365,Thrifty,soft:Thrifty
1366,Commuter,rule:commuter_strict
1367,Thrifty,soft:Thrifty
1368,Shopper,rule:shopper
1369,Commuter,rule:commuter_strict
1370,Commuter,rule:commuter_strict
1371,Shopper,rule:shopper
1372,Commuter,rule:commuter_strict
1373,Shopper,rule:shopper
1374,Thrifty,rule:thrifty
1375,Commuter,rule:commuter_strict
1376,Shopper,soft:Shopper
1377,Thrifty,rule:thrifty
1378,Thrifty,soft:Thrifty
1379,Thrifty,rule:thrifty
1380,Thrifty,soft:Thrifty
1381,Commuter,rule:commuter_strict
1382,Thrifty,rule:thrifty
1383,Shopper,rule:shopper
1384,Thrifty,soft:Thrifty
1385,Thrifty,soft:Thrifty
1386,Thrifty,rule:thrifty
1387,Weekend,soft:Weekend
1388,Commuter,rule:commuter_strict
1389,Shopper,rule:shopper
1390,Thrifty,rule:thrifty
1391,Commuter,rule:commuter_strict
1392,Commuter,rule:commuter_strict
1393,Commuter,rule:commuter_strict
1394,Thrifty,soft:Thrifty
1395,Thrifty,rule:thrifty
1396,Shopper,rule:shopper
1397,Thrifty,rule:thrifty
1398,Commuter,rule:commuter_strict
1399,Thrifty,soft:Thrifty
1400,Thrifty,soft:Thrifty
1401,Commuter,rule:commuter_strict
1402,Commuter,rule:commuter_strict
1403,Commuter,rule:commuter_strict
1404,Thrifty,soft:Thrifty
1405,Thrifty,soft:Thrifty
1406,Thrifty,rule:thrifty
1407,Shopper,soft:Shopper
1408,Shopper,rule:shopper
1409,Thrifty,soft:Thrifty
1410,Shopper,rule:shopper
1411,Commuter,rule:commuter_strict
1412,Commuter,rule:commuter_strict
1413,Thrifty,rule:thrifty
1414,Commuter,rule:commuter_strict
1415,Thrifty,soft:Thrifty
1416,Shopper,rule:shopper
1417,Commuter,rule:commuter_strict
1418,Commuter,rule:commuter_strict
1419,Thrifty,rule:thrifty
1420,Shopper,rule:shopper
1421,Thrifty,rule:thrifty
1422,Thrifty,rule:thrifty
1423,Commuter,rule:commuter_strict
1424,Commuter,rule:commuter_strict
1425,Shopper,rule:shopper
1426,Shopper,rule:shopper
1427,Commuter,rule:commuter_strict
1428,Shopper,rule:shopper
1429,Weekend,soft:Weekend
1430,Shopper,rule:shopper
1431,Thrifty,soft:Thrifty
1432,Thrifty,rule:thrifty
1433,Thrifty,soft:Thrifty
1434,Thrifty,soft:Thrifty
1435,Commuter,rule:commuter_strict
1436,Commuter,rule:commuter_strict
1437,Thrifty,soft:Thrifty
1438,Thrifty,soft:Thrifty
1439,Commuter,rule:commuter_strict
1440,Weekend,soft:Weekend
1441,Shopper,rule:shopper
1442,Commuter,rule:commuter_strict
1443,Thrifty,soft:Thrifty
1444,Thrifty,rule:thrifty
1445,Shopper,rule:shopper
1446,Commuter,rule:commuter_strict
1447,Thrifty,soft:Thrifty
1448,Shopper,rule:shopper
1449,Shopper,rule:shopper
1450,Thrifty,soft:Thrifty
1451,Thrifty,rule:thrifty
1452,Thrifty,soft:Thrifty
1453,Shopper,soft:Shopper
1454,Thrifty,soft:Thrifty
1455,Commuter,rule:commuter_strict
1456,Shopper,rule:shopper
1457,Thrifty,soft:Thrifty
1458,Weekend,soft:Weekend
1459,Commuter,rule:commuter_strict
1460,Weekend,soft:Weekend
1461,Thrifty,rule:thrifty
1462,Thrifty,soft:Thrifty
1463,Commuter,rule:commuter_strict
1464,Weekend,soft:Weekend
1465,Shopper,rule:shopper
1466,Commuter,rule:commuter_strict
1467,Shopper,soft:Shopper
1468,Thrifty,rule:thrifty
1469,Shopper,soft:Shopper
1470,Weekend,soft:Weekend
1471,Thrifty,soft:Thrifty
1472,Thrifty,soft:Thrifty
1473,Shopper,rule:shopper
1474,Thrifty,soft:Thrifty
1475,Thrifty,soft:Thrifty
1476,Thrifty,soft:Thrifty
1477,Shopper,rule:shopper
1478,Thrifty,soft:Thrifty
1479,Shopper,rule:shopper
1480,Thrifty,rule:thrifty
1481,Shopper,rule:shopper
1482,Commuter,rule:commuter_strict
1483,Weekend,soft:Weekend
1484,Commuter,rule:commuter_strict
1485,Thrifty,rule:thrifty
1486,Thrifty,rule:thrifty
1487,Thrifty,soft:Thrifty
1488,Thrifty,soft:Thrifty
1489,Thrifty,rule:thrifty
1490,Thrifty,rule:thrifty
1491,Commuter,rule:commuter_strict
1492,Thrifty,rule:thrifty
1493,Commuter,rule:commuter_strict
1494,Commuter,rule:commuter_strict
1495,Thrifty,soft:Thrifty
1496,Thrifty,soft:Thrifty
1497,Weekend,soft:Weekend
1498,Thrifty,rule:thrifty
1499,Thrifty,rule:thrifty
1500,Shopper,rule:shopper
1501,Thrifty,rule:thrifty
1502,Thrifty,soft:Thrifty
1503,Commuter,rule:commuter_strict
1504,Thrifty,rule:thrifty
1505,Thrifty,soft:Thrifty
1506,Thrifty,rule:thrifty
1507,Thrifty,soft:Thrifty
1508,Thrifty,soft:Thrifty
1509,Thrifty,soft:Thrifty
1510,Thrifty,soft:Thrifty
1511,Shopper,rule:shopper
1512,Weekend,soft:Weekend
1513,Shopper,rule:shopper
1514,Commuter,rule:commuter_strict
1515,Commuter,rule:commuter_strict
1516,Commuter,rule:commuter_strict
1517,Thrifty,soft:Thrifty
1518,Shopper,soft:Shopper
1519,Commuter,rule:commuter_strict
1520,Shopper,rule:shopper
1521,Commuter,rule:commuter_strict
1522,Shopper,rule:shopper
1523,Thrifty,rule:thrifty
1524,Commuter,rule:commuter_strict
1525,Thrifty,soft:Thrifty
1526,Thrifty,rule:thrifty
1527,Thrifty,rule:thrifty
1528,Thrifty,rule:thrifty
1529,Shopper,soft:Shopper
1530,Thrifty,soft:Thrifty
1531,Thrifty,soft:Thrifty
1532,Thrifty,soft:Thrifty
1533,Thrifty,soft:Thrifty
1534,Thrifty,soft:Thrifty
1535,Thrifty,soft:Thrifty
1536,Commuter,rule:commuter_strict
1537,Commuter,rule:commuter_strict
1538,Weekend,soft:Weekend
1539,Commuter,rule:commuter_strict
1540,Weekend,soft:Weekend
1541,Thrifty,soft:Thrifty
1542,Commuter,rule:commuter_strict
1543,Thrifty,soft:Thrifty
1544,Thrifty,soft:Thrifty
1545,Shopper,rule:shopper
1546,Thrifty,rule:thrifty
1547,Shopper,rule:shopper
1548,Weekend,soft:Weekend
1549,Commuter,rule:commuter_strict
1550,Thrifty,soft:Thrifty
1551,Shopper,rule:shopper
1552,Thrifty,soft:Thrifty
1553,Shopper,rule:shopper
1554,Shopper,rule:shopper
1555,Commuter,rule:commuter_strict
1556,Commuter,rule:commuter_strict
1557,Thrifty,soft:Thrifty
1558,Thrifty,soft:Thrifty
1559,Shopper,soft:Shopper
1560,Shopper,rule:shopper
1561,Thrifty,rule:thrifty
1562,Commuter,rule:commuter_strict
1563,Weekend,soft:Weekend
1564,Thrifty,rule:thrifty
1565,Shopper,rule:shopper
1566,Thrifty,rule:thrifty
1567,Weekend,soft:Weekend
1568,Commuter,rule:commuter_strict
1569,Weekend,soft:Weekend
1570,Thrifty,rule:thrifty
1571,Thrifty,soft:Thrifty
1572,Commuter,rule:commuter_strict
1573,Weekend,soft:Weekend
1574,Shopper,rule:shopper
1575,Commuter,rule:commuter_strict
1576,Commuter,rule:commuter_strict
1577,Commuter,rule:commuter_strict
1578,Thrifty,soft:Thrifty
1579,Thrifty,soft:Thrifty
1580,Thrifty,soft:Thrifty
1581,Commuter,rule:commuter_strict
1582,Thrifty,soft:Thrifty
1583,Thrifty,soft:Thrifty
1584,Thrifty,rule:thrifty
1585,Shopper,rule:shopper
1586,Commuter,rule:commuter_strict
1587,Weekend,soft:Weekend
1588,Thrifty,rule:thrifty
1589,Thrifty,soft:Thrifty
1590,Weekend,soft:Weekend
1591,Thrifty,soft:Thrifty
1592,Shopper,rule:shopper
1593,Commuter,rule:commuter_strict
1594,Commuter,rule:commuter_strict
1595,Thrifty,soft:Thrifty
1596,Thrifty,soft:Thrifty
1597,Thrifty,rule:thrifty
1598,Commuter,rule:commuter_strict
1599,Commuter,rule:commuter_strict
1600,Shopper,rule:shopper
1601,Commuter,rule:commuter_strict
1602,Thrifty,rule:thrifty
1603,Commuter,rule:commuter_strict
1604,Thrifty,rule:thrifty
1605,Commuter,rule:commuter_strict
1606,Thrifty,rule:thrifty
1607,Commuter,rule:commuter_strict
1608,Shopper,rule:shopper
1609,Commuter,rule:commuter_strict
1610,Weekend,soft:Weekend
1611,Shopper,soft:Shopper
1612,Thrifty,soft:Thrifty
1613,Thrifty,soft:Thrifty
1614,Thrifty,soft:Thrifty
1615,Thrifty,rule:thrifty
1616,Thrifty,soft:Thrifty
1617,Shopper,rule:shopper
1618,Thrifty,soft:Thrifty
1619,Weekend,soft:Weekend
1620,Thrifty,soft:Thrifty
1621,Thrifty,soft:Thrifty
1622,Commuter,rule:commuter_strict
1623,Thrifty,soft:Thrifty
1624,Shopper,rule:shopper
1625,Commuter,rule:commuter_strict
1626,Thrifty,soft:Thrifty
1627,Commuter,rule:commuter_strict
1628,Thrifty,soft:Thrifty
1629,Commuter,rule:commuter_strict
1630,Thrifty,rule:thrifty
1631,Thrifty,soft:Thrifty
1632,Thrifty,soft:Thrifty
1633,Weekend,soft:Weekend
1634,Shopper,soft:Shopper
1635,Shopper,rule:shopper
1636,Commuter,rule:commuter_strict
1637,Thrifty,rule:thrifty
1638,Commuter,rule:commuter_strict
1639,Shopper,rule:shopper
1640,Shopper,rule:shopper
1641,Weekend,soft:Weekend
1642,Shopper,rule:shopper
1643,Thrifty,rule:thrifty
1644,Weekend,soft:Weekend
1645,Commuter,rule:commuter_strict
1646,Thrifty,soft:Thrifty
1647,Commuter,rule:commuter_strict
1648,Shopper,soft:Shopper
1649,Thrifty,soft:Thrifty
1650,Weekend,soft:Weekend
1651,Commuter,rule:commuter_strict
1652,Thrifty,rule:thrifty
1653,Thrifty,rule:thrifty
1654,Thrifty,rule:thrifty
1655,Commuter,rule:commuter_strict
1656,Shopper,soft:Shopper
1657,Thrifty,soft:Thrifty
1658,Thrifty,rule:thrifty
1659,Thrifty,soft:Thrifty
1660,Weekend,rule:weekend
1661,Thrifty,soft:Thrifty
1662,Thrifty,rule:thrifty
1663,Shopper,rule:shopper
1664,Thrifty,soft:Thrifty
1665,Shopper,rule:shopper
1666,Shopper,rule:shopper
1667,Commuter,rule:commuter_strict
1668,Shopper,rule:shopper
1669,Commuter,rule:commuter_strict
1670,Shopper,rule:shopper
1671,Thrifty,rule:thrifty
1672,Shopper,rule:shopper
1673,Shopper,rule:shopper
1674,Shopper,rule:shopper
1675,Shopper,rule:shopper
1676,Thrifty,rule:thrifty
1677,Commuter,rule:commuter_strict
1678,Thrifty,rule:thrifty
1679,Commuter,rule:commuter_strict
1680,Weekend,soft:Weekend
1681,Thrifty,soft:Thrifty
1682,Shopper,rule:shopper
1683,Weekend,rule:weekend
1684,Shopper,rule:shopper
1685,Commuter,rule:commuter_strict
1686,Shopper,rule:shopper
1687,Shopper,rule:shopper
1688,Thrifty,rule:thrifty
1689,Thrifty,soft:Thrifty
1690,Thrifty,soft:Thrifty
1691,Commuter,rule:commuter_strict
1692,Thrifty,soft:Thrifty
1693,Thrifty,rule:thrifty
1694,Commuter,rule:commuter_strict
1695,Thrifty,soft:Thrifty
1696,Commuter,rule:commuter_strict
1697,Commuter,rule:commuter_strict
1698,Commuter,rule:commuter_strict
